report_id,app_version
56352774-90cd-4cee-95dd-f59e94e44209,new_app
9872a5ef-407c-4027-8a1f-721dcd113998,new_app
a652152e-c5fd-41da-8200-3d5040726bc1,new_app
252a7ff4-1324-4026-a58c-b990078bed26,new_app
8f21331c-08f2-4277-8ffb-184ee5e9a2c2,new_app
8eab9d83-4a47-4e37-a401-f685059cbe27,new_app
2d0d0a0c-4882-4a08-8ed6-8d47366f2f0e,new_app
d47e6b24-48ce-45d7-94bb-6974ded3a9d1,new_app
7e2be88b-40bb-436f-ab19-b5033c305e27,new_app
56141d9f-ef98-4152-bb55-1b535f62f469,new_app
7f2fde85-3783-4e3b-9039-9c1291e4c601,new_app
16b6a03e-55de-43ec-8dc8-7c98154bf81e,new_app
c6091406-75cd-44ee-ab7d-72931ad22b07,new_app
7f46fe1f-5e5b-4d9a-a085-ebd8e5e0502c,new_app
43af2e06-13a8-4528-b204-498e45c392bc,new_app
8c3b798f-020c-484b-8089-d8f0d0577078,new_app
b435930b-330c-46c7-85b3-98b820d570e7,new_app
6d0f5926-bc0b-49c6-95a1-1162dd4e8afb,new_app
7868621e-01e9-4e7d-a814-0c7c19f672eb,new_app
37f8690c-c575-40e1-b6e7-9a866c790b2b,new_app
1c7f99da-996b-47a5-8c78-fd80cfedf161,new_app
692ff579-8aa5-43f9-8d17-7472c9967949,new_app
5fc9a908-a8a4-4ce9-b9df-789faa6e45cb,new_app
1c8452b6-0368-4643-b900-4d9f7028b53b,new_app
dabd6a66-ac61-4e62-a21a-6e2bf1b4b2f0,new_app
139fd544-216a-4ace-957d-ea0ae5184090,new_app
e1c63bd8-d824-4609-b945-cbc70606dbca,new_app
d7696652-1c1b-41a3-88f9-3d9b532ab588,new_app
662fcb4f-0556-4491-8b67-e7733af9ce4f,new_app
315940f1-fdc3-42b2-8f63-2bfcee797c2c,new_app
66b22572-0f09-4685-af6a-7a82482cdd01,new_app
b9f73ecd-7a50-492b-bf7b-ee9983864b69,new_app
752ffc31-39fd-410b-bbf3-3f1e4772d346,new_app
f3cc54d8-68c4-466a-8a5c-8975cb09312e,new_app
b298e6be-b490-49b4-8de9-9e5d32db8750,new_app
6ad3197d-eaa3-4b87-8a5c-2ae907beec9b,new_app
031b6397-d09e-4500-aeff-9bb639b3682a,new_app
57d61c4f-9899-47e6-96ef-3fdc453565a1,new_app
da1900fd-4fac-4a53-bdae-69d333957f9e,new_app
0ceec9b4-fb66-4d37-8407-c110fd45208c,new_app
17aaac72-09ec-4a74-a229-f0e83000fe59,new_app
62401eda-3289-44df-bb3d-249a4c00beeb,new_app
3ad92c84-8cf3-45c3-8e58-dbd4f7c2b767,new_app
d3b6d0f2-bd30-4e58-855c-ab6b841e2082,new_app
c2832a92-6b01-4311-9933-a180a00ebb7e,new_app
784a1bc0-9eb8-4940-9366-bbe1237c82b9,new_app
8b03b95e-8058-433e-b426-9b9d918f5726,new_app
2d035b1f-2148-4a4c-8eb9-52c9287c935e,new_app
68d72e8d-1c6b-48f0-8e54-a6a7c67db8a3,new_app
b30ba614-0425-4fbc-9ec7-2a730a5d887c,new_app
65b24201-b29e-4c3e-8523-56a90e5a22f2,new_app
1f219953-8b2e-47e5-b0ad-4956e64b8a18,new_app
8fb68c42-a1ad-45b4-ab34-9604e8aaf32a,new_app
d1f23337-3bc8-4d09-a30f-cd0a6c398373,new_app
4c5579c4-006a-40f2-b5dd-4efa586c41c5,new_app
e3c89ef0-4eb2-4953-a04d-4d0b24727798,new_app
69233b3d-b898-49b2-bf3f-9dc9c02a7a2b,new_app
5a092d3f-8a21-4c61-a961-d9bba4e5111b,new_app
7920d9c1-569c-41ed-a532-69420babaaa1,new_app
3713c2be-f9b1-43c6-a513-c8493322b0cf,new_app
fe809b39-d7e4-4516-8a04-5adec4ac6ced,new_app
0151cd75-c8b0-4df5-9943-d00b08b81670,new_app
9af2102b-f5da-4541-8ed3-fa60efda13c7,new_app
a2b1b7d0-2f97-469b-8e7a-a0b5315c484e,new_app
beb39b0e-c81e-485b-a625-e4a7951324c7,new_app
055fe80a-ba3c-4c7a-8af8-9d7ec079168b,new_app
ae0296af-b306-4513-bd40-2201efe79c06,old_app
36df64c7-bddc-4b09-9343-94cbb365dbff,old_app
8d2387ad-f9c7-412a-95d4-57144b529a39,new_app
49f0cac2-2753-4b93-ba14-6c6a4cceec3c,new_app
4dd7c08e-9713-40e3-95e0-f6fba8e757fa,old_app
e37d914d-cf80-4a76-8a65-01ad915818aa,new_app
2E9D217C-08FD-4A78-BE98-76469A42502B,new_app
82853ac3-64e4-4d82-85a4-a4d4cec884c6,new_app
93432ca2-1c02-4030-9407-3748c147acc4,new_app
d9bed8df-25b6-4b58-8ded-c828c81d10da,new_app
ff3a7db2-a32a-4275-9f76-3305edc41777,new_app
d82755b1-6e27-461e-b75a-844a02e0aac5,new_app
09122c3a-175d-4e03-a785-3e79caea4447,new_app
4f73d930-b9c6-4dd3-a0f8-e109b4882025,new_app
4da164f1-54d8-421d-acef-2fa2a66cf72c,new_app
22f96e62-674b-4414-85b6-ff722ac5684f,new_app
c066f87a-8b32-4bb6-ae1f-7dfcd566e78b,new_app
67e4ff1b-3c9c-490f-849f-bb7ab005c4cd,new_app
0257302c-ad8f-4fd4-a24c-b60a1bf33f92,new_app
28a8b47f-587b-490d-9896-9df373f9546c,new_app
233672b4-1693-4374-9b3b-5f5cb0136bd7,new_app
b4b3d0b2-5302-477c-9710-66810451f633,new_app
3e90f8c4-657f-4036-94b7-fa3139fe482c,new_app
d5abdc02-f7e8-4e1b-8b62-fcee17ac7730,new_app
9d8ba774-5c7a-4ffe-a74e-14873b4274a4,new_app
976da938-3239-4c2f-bee5-c1776670b7b1,new_app
35dc208f-17c1-4e78-aeb4-a1b980e9d158,new_app
3cdc43ac-50ea-44b6-806e-57dea5810e3a,new_app
fe534ae8-31b7-428c-9e7f-187ffa90e574,new_app
67485990-3fc5-4246-b602-fd9a7ae61f71,new_app
95126b6d-6cb6-46fa-9f2c-fe55f5ddc474,new_app
3d2e72b6-3c69-4ae4-affd-5217ccd5fdda,new_app
0c19b82f-aed2-4bd8-bf47-014eb6e61669,new_app
69ce3e64-c20f-4868-9c50-107a0cd0879d,new_app
075461f3-9a53-4011-a495-ae84cf20df6c,new_app
0f55275b-3766-4a92-a4a6-86510f0bd2b2,new_app
4cf0e3e2-995c-492b-8510-18ac8318b120,new_app
5886c413-81f1-4435-9a19-caf5da3a9adf,new_app
897b8a0d-840c-4a90-961a-bee4fca0358d,new_app
ca7a6a06-a765-436e-9fd7-58c6d920a1d2,new_app
6825665d-10a1-4d82-8048-d10677d1db71,new_app
0731f396-95e6-4a1e-8244-9c560d92c5a3,new_app
b5e54e7d-09ed-481f-bbd8-9b44b646b925,new_app
4340ebd9-cfb6-4648-86f2-807f6606a00f,new_app
47d4727a-7800-4638-8cf1-df7f8b1d89f2,new_app
c3055b08-b6fd-4390-827e-c3945ba68e5f,new_app
63b20431-873f-4e09-9593-cb3641a48913,new_app
672e9a46-3b6b-4b84-8aa9-c3ca1954a2b6,new_app
ec6eb29c-2154-419e-be40-14e71f09edc4,old_app
D6235523-8A76-42C3-9254-0DD6EB78C5DE,old_app
6755a200-968c-4d52-a973-84ec0b97b26b,new_app
473A75AF-EC0C-46E9-83BF-279ABE6739EB,old_app
4e00602f-4348-4100-8bf3-aebadaf38e60,old_app
572df6c0-1a7a-496f-999a-82f05f90061f,old_app
B5E646CC-C5AA-4A1D-9095-4B0705ED220E,old_app
ab7ea9ea-d270-475a-b936-787434002d3a,old_app
6d3213a4-20a2-4229-ac84-3d01effbde13,old_app
d5d897b7-09e4-4b66-8478-cadc0207d409,new_app
d973b7c3-2818-4a37-b6e5-f929665408b3,new_app
a4bcc274-5a73-48b5-8d67-9dd1a60bb778,new_app
3a6efbef-4c9c-4b57-b041-f7765ee829f5,new_app
9f613095-dae9-4ff5-98ad-dfdadb1dd28b,new_app
98b2603a-5c25-4b33-a2f8-4b5abdbf82bd,new_app
b9707162-81dc-40a9-8e91-37f6601cbca7,new_app
e2518861-5edb-4b79-832d-5480da9974bb,new_app
CEE5380F-D27A-406F-995D-D9E440EDFE07,old_app
f5b28391-0438-4cb0-bfd7-199b80e1141f,new_app
65a2ddcb-e81d-44c5-a876-926a2ab2cb41,new_app
003bcef0-ae85-42fc-913e-9733e69a6bee,old_app
633f089e-287b-479e-a042-576d48d504ed,new_app
7d81638a-463e-42c6-ae21-80f343e7a0ce,new_app
3ca709d3-6ea6-4177-89cd-7eda50173f13,old_app
ecb9806a-a0df-4532-b2ac-0375e8d5ed50,new_app
823a2a01-172b-4339-81f0-6d7e03bebb5b,old_app
3fb93bc9-bd6a-4110-9cab-4e491a401f68,new_app
67f70d1a-d018-476f-a754-39fe76138ffe,new_app
96d676d1-bbda-4523-8be4-9bced0c91442,new_app
17c56dcf-c68f-49e0-a3df-e9c6b94d79f5,new_app
f1b82bea-1af3-4d41-9a5a-b22f1c8c6333,old_app
52F09E1F-7420-4E9F-B5F3-722BF2486A94,old_app
544e72e2-1f3a-4b15-9801-3e7773c39476,new_app
2474411b-7587-4ea8-aea5-0b86d6e058c6,new_app
98FD1ED8-DF19-4247-B857-D76267EEB654,old_app
536f8479-14e0-4f35-881e-c51347088504,old_app
d0c4f7ae-ceb4-4952-83b6-0ab9c01e19a3,old_app
d4e4c9cc-f49a-4fa5-81ad-b153c0c69f38,old_app
58b54fd4-99cf-40a7-87ce-57183c2924f7,old_app
52ab5c82-b5cd-4dc3-bbbb-5b079d6af3a1,old_app
1773db05-7f1e-4b3f-abc6-8dbba6b5488a,new_app
d81905db-fccf-4a89-ac74-836149d26f90,new_app
BE74BCF7-9622-49C9-A8B7-36D6BF5C9832,new_app
95358282-5d12-49d1-81ac-88b5fc7d55b0,new_app
0eac415c-5435-4a0e-867d-875ed16f83fb,new_app
fe74c893-8448-4d89-b6ee-3ec2197fddd3,old_app
dae6feca-adb1-48a3-9f58-28aa5955b98e,new_app
8e43c83b-3bab-4f35-befe-314c5b4495b7,new_app
f6b63489-5d46-4006-8f38-b3f91380c596,new_app
b7d3b902-783e-4e05-b569-1286e305d17c,new_app
e7c6ab5a-41e8-480f-b884-c0f83089adff,new_app
3e53d3c3-1736-4524-8af8-e79e217331e0,new_app
18b63f68-5c82-4cfc-85b8-2232a8b5070c,new_app
9d18bf9c-e290-41e5-9dfc-985881aeaaa5,new_app
22f1b99a-30e6-4e2d-9cdf-c0d52b9b5227,new_app
053b4d53-5f8d-4c2b-9286-a8d7db0e3b88,old_app
fe9eb5c2-bd4e-4e2d-8a59-7e7f098103b0,new_app
e984b126-4117-4284-992d-40e3e669a34c,new_app
f1e2e44e-c198-4ed3-aa5a-ed8e5259e6c4,new_app
3c85d7eb-2826-4237-a99a-638f7e7a8e87,new_app
c0689e7f-9e8d-4b5e-8d23-789eed078801,old_app
f043e7db-b900-4d25-9391-20af22bdca34,new_app
cf16f8fa-f9e3-4861-ace6-d99a003e3054,old_app
7bc74334-7a6e-414b-9155-edaa3016e7ae,new_app
4c8d9220-ed99-4534-bf76-081da096d12a,old_app
312acdc4-d11e-4f03-bc2c-4329eeacea0d,new_app
cf0eb4af-a0ec-4b0f-bee4-b80c678116ab,old_app
0E7832AC-C936-458E-A7C2-941FAE3A7E2E,new_app
5f025fd8-6992-4e44-b965-8dd6b369ef11,new_app
12cd83c4-a049-43cf-a9fd-7ce50ccaa467,new_app
ab7ccc1d-1da2-4151-8ed0-7e1256dd3263,new_app
d686697a-3d22-4f11-9b73-2b20a03ba6a7,new_app
